Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/12/2022,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),Latest Reported Industry Type (sectors),2021 Total reported direct emissions,2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
1007109,110043814183,Newport-Laguna Compressor Station,Gillette,WY,82716,,CAMPBELL,44.02,-105.99,211111,C,Petroleum and Natural Gas Systems,,,,,,,16755.736,21092.62,22679.764,26180.352,28078.996
1001005,110000439393,Newton,NEWTON,IL,62448,6725 N 500TH,Jasper,38.94,-88.28,221112,D,Power Plants,3692400.95,2761263.61,2967861.14,3061528.148,3193194.434,3454011.254,4832734.816,6305750.148,6577618.114,5372692.52,7286371.764
1007591,110071159468,Newton County Landfill,Deweyville,TX,77614,2372 County Road 3870,NEWTON COUNTY,30.34,-93.84,562212,HH,Waste,140455.25,133627.5,129247.5,125470.25,117417.5,115391.25,113258.25,111637.25,109736,128686.6501,185334.935
1011339,110059688896,Newton Mcdonald county Landfill Inc.,Neosho,MO,64850,525 austin ave,NEWTON COUNTY,36.81,-94.38,562212,HH,Waste,,10960.25,11603,12283.5,20241.25,21157,139.75,35630,,,
1001235,110001578276,"Niagara Generation, LLC",NIAGARA FALLS,NY,14304,5300 FRONTIER AVE,Niagara,43.08,-79.01,221112,"C,D",Power Plants,,,,,,,,41469.468,35839.19,80338.938,0
1011941,110067409183,Nichols Compressor Station,Pennsboro,WV,26415,2189 Long Run Rd.,DODDRIDGE COUNTY,39.29,-80.87,211111,C,Petroleum and Natural Gas Systems,,,,,,,53882.248,,,,
1000939,110071161580,Nichols Station,AMARILLO,TX,79108,7201 N LAKESIDE DRIVE,Potter,35.28,-101.75,221112,"C,D",Power Plants,396509.98,769868.948,707687.276,551680.956,274322.584,306757.812,270664.296,320980.66,503265.236,715338.548,652113.884
1004322,110071161012,Nicor Gas Ancona,STREATOR,IL,61364,28512 N. 100 East Rd.,LIVINGSTON COUNTY,41.04,-88.91,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,39516.7,39559.198,40776.994,41727.344,41193.894,38300.306,26485.01,38915.956,40154.4,38065.802,45739.902
1008653,110001287991,Nicor Gas Hudson,Hudson,IL,61748,20487 N. 1700 East Road,MCLEAN,40.58,-88.94,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,,,,,,,,12217.622,13165.92,11470.874,13811.072
1008445,110055513403,Nicor Gas Lake Bloomington,Gridley,IL,61744,27384 N. 1850 East Road,MCLEAN,40.69,-88.92,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,,,,,,,,9904.732,11119.578,10441.428,11148.48
1008446,110055513412,Nicor Gas Lexington,Lexington,IL,61753,23698 N. 2250 East Road,MCLEAN,40.63,-88.84,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,,,,,,,,9082.982,9036.932,8352.082,9740.982
1008667,110055514028,Nicor Gas Pontiac,Pontiac,IL,61764,20266 E. 1600 North Road,LIVINGSTON,40.86,-88.54,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,,,,,,,,12376.822,12665.672,11783.724,13167.176
1008652,110002445337,Nicor Gas Troy Grove,Mendota,IL,61342,169 N 36th Road,LASALLE COUNTY,41.45,-89.13,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,27671.012,29722.554,34109.19,34056.886,23627.826,23581.026,18126.536,25623.426,24314.026,19625.29,24012.43
1000541,110040573732,Niland Gas Turbine Plant,NILAND,CA,92257,402 EAST BEAL ROAD,Imperial,33.24,-115.50,221112,D,Power Plants,47482.224,57535.688,43372.84,35692.968,37503.412,40797.6,14627.696,41938.244,28627.192,40538.1,21189.872
1000850,110008581659,Niles,NILES,OH,44446,1047 BELMONT AVE,Trumbull,41.17,-80.75,221112,C,Power Plants,,,,,,,222.146,662.74,978.084,57042.532,207676.322
1001606,110002049328,Ninemile Point,WESTWEGO,LA,70094,1617 RIVER ROAD,Jefferson,29.95,-90.15,221112,"C,D",Power Plants,3930378.336,4403904.48,4648623.072,4127523.204,3933459.424,4184056.48,4188947.53,2429350.332,2593656.436,2623615.676,2604143.252
1004339,110000371856,"Nippon Shokubai America Industries, Inc.",CHATTANOOGA,TN,37406,2651 RIVERPORT ROAD,HAMILTON,35.08,-85.28,325199,C,Chemicals,,,,,,1373.544,1711.244,1877.492,30445.53,19384.87,43465.04
1001270,110019611375,Nissequogue Cogen,STONY BROOK,NY,11794,GYMNASIUM ROAD,Suffolk,40.92,-73.13,221112,D,Power Plants,172930.85,179970.384,179113.936,190032.142,186611.306,175962.748,171580.264,185517.256,196719.666,190035.796,173891.456
1010605,110037848498,Nixon Refinery,Nixon,TX,78140,11372 US Highway 87 East,WILSON COUNTY,29.26,-97.79,324110,"C,Y",Refineries,,,,23020.756,22554.458,23679.248,31028.544,26090.478,57808.554,43631.864,
1000386,110055506395,No. 65,Beckley,WV,25801,100 Cranberry Creek Drive,RALEIGH,37.80,-81.23,212112,FF,Other,,,,,,,,,,15604.75,9776.5
1001542,110000396349,Noblesville,NOBLESVILLE,IN,46060,21225 RIVERWOOD AVE,Hamilton,40.10,-85.97,221112,"C,D",Power Plants,518384.28,680142.48,577277.812,597224.74,245893.888,441774.764,438679.724,141722.024,210836.52,349789.54,154982.82
1001141,110011873534,Nodaway Power Plant,CONCEPTION JUNCTION,MO,64434,31491 300TH ST,Nodaway,40.29,-94.79,221112,D,Power Plants,,,,,,1213.096,1254.796,2199.04,1194.096,12744.204,4164.136
1005070,110070746932,Norco Fractionation Plant,Norco,LA,70079,15608 Highway 61,ST. CHARLES PARISH,30.01,-90.42,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",112792.554,143811.64,144586.012,142083.436,124195.27,111605.422,93281.202,92837.148,85801.726,74765.916,100311.026
1005911,110013831201,Norco Manufacturing Complex,Norco,LA,70079,15536 River Road,ST. CHARLES PARISH,30.00,-90.40,324110,"C,MM-REF,X,Y","Chemicals,Petroleum Product Suppliers,Refineries",3409664.172,4212141.506,3961651.568,3901231.098,4071426.79,3981844.476,3522731.984,3596964.624,3586524.506,4032241.882,4433912.22
1004562,110043788078,Norris Farms Landfill,Baltimore,MD,21222,101 Norris Lane,BALTIMORE COUNTY,39.28,-76.49,562212,HH,Waste,,,,4657.75,10543.25,11865,4550.75,7351,4592.5,6245,11787.5
1000108,110071161841,North 1st,BROOKLYN,NY,11211,NORTH 1ST & 47-79 RIVER ST,Kings,40.72,-73.97,221112,"C,D",Power Plants,20373.324,28135.984,18430.532,31069.936,22460.316,26369.452,18559.932,20816.324,26629.452,26775.5,45473.832
1011630,110063745416,North Alva #2 Compressor Station,Alva,OK,73717,,WOODS COUNTY,36.88,-98.59,211111,C,Petroleum and Natural Gas Systems,,,,,,,25051.056,27505.396,,,
1005048,110055509837,North Alva Compressor Station,Alva,OK,73717,"36.856N, 98.743W",WOODS,36.86,-98.74,211111,C,Petroleum and Natural Gas Systems,,,,,,,21476.32,24653.308,25681.304,,
1011242,110000330650,North American Hoganas,Hollsopple,PA,15935,111 Hoganas Way,SOMERSET COUNTY,40.19,-78.93,331110,"C,Q",Metals,29441.088,24740.296,28610.64,30463.124,24982.588,23915.936,25150.884,28295.88,26220.728,,
1002977,110071160011,North American Stainless,Ghent,KY,41045,6870 Highway 42 East,GALLATIN COUNTY,38.73,-85.00,331110,"C,Q",Metals,352251.384,302330.604,292262.132,340528.528,336100.816,317489.644,286563.996,314943.812,299003.552,290378.708,275064.224
1006167,110041624409,North Appleby Compressor Station,Garrison,TX,75946,,NACOGDOCHES,31.81,-94.53,486210,"C,W-PROC",Petroleum and Natural Gas Systems,,,,,,8499.624,9904.268,14082.804,16820.194,19991.03,29517.806
1009781,110013388477,North Baja Ehrenberg CS,Ehrenberg,AZ,85334,50650 Colorado River Road,LA PAZ COUNTY,33.60,-114.53,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,36466.766,36999.376,40520.6,41570.306,37114.118,34697.426,35197.422,34552.126,33099.536,34064.94,30641.8
1004690,110043814842,North Britt,Wheeler,TX,79096,,WHEELER,35.55,-100.11,486210,C,Petroleum and Natural Gas Systems,,,,,,,28034.444,28314.744,31877.484,37459.71,33945.272
1011940,110067409174,North Canton Compressor Station,West Union,WV,26456,5584 Riggins Run,DODDRIDGE COUNTY,39.40,-80.69,211111,C,Petroleum and Natural Gas Systems,,,,,,,39311.152,,,,
1002975,110071161195,North Chicago Facility,NORTH CHICAGO,IL,60064,1401 SHERIDAN RD,LAKE COUNTY,42.33,-87.84,325411,C,Chemicals,66123.452,64032.708,67345.896,68458.392,66884.148,74017.072,74157.82,84941.48,79560,80240.948,84209.43
1004534,110063198711,North DeSoto Central Facility,Frierson,LA,71207,1679 Gravel Point Rd.,DE SOTO PARISH,32.24,-93.65,211120,"C,W-PROC",Petroleum and Natural Gas Systems,247416.442,253792.604,216947.804,175692.792,198478.51,311195.746,345635.032,104812.922,42471.456,172048.09,225530.772
1009561,110055517123,North Fork #4,Appalachia,VA,24216,633 Callahan Avenue,Wise,36.92,-82.79,212112,FF,Other,,,,,,,0,0,13676,36094.25,48605.5
1002447,110043973947,North Hobbs Reinjection Compression Facility (RCF) and West Injection Battery (WIB),Hobbs,NM,88240,1017 West Stanolind Road,LEA COUNTY,32.68,-103.15,211120,"C,W-PROC",Petroleum and Natural Gas Systems,19869.794,9568.722,40386.11,,,8230.376,14524.598,23213.578,17534.65,24449.346,35027.086
1000549,110024471908,North Island,CORONADO,CA,92118,BUILDING 353,San Diego,32.71,-117.19,221112,C,Power Plants,,,,17806.084,163697.484,164738.224,167678.268,159407.498,158831.598,156256.756,164593.868
1002053,110043797692,North Lost Hills,North Lost Hills,CA,93249,13800 Holloway Road,KERN,35.64,-119.90,211111,C,Petroleum and Natural Gas Systems,,,,,,,28148.896,18158.084,19920.276,21167.77,23474.04
1011281,110056340035,North Louisiana Gas Plant,Frierson,LA,71027,1716 Friendship Road,DE SOTO PARISH,32.23,-93.68,211130,"C,W-PROC",Petroleum and Natural Gas Systems,23417.842,35779.72,49826.354,62160.428,53955.598,64931.618,72064.652,67573.294,47928.298,,
1002293,110043784287,North Midway Sunset,Fellows,CA,39224,25449 Highway 33,KERN,35.23,-119.58,211111,C,Petroleum and Natural Gas Systems,,,,,,,174850.89,181545.82,130007.712,140650.64,142546.03
1006069,110041061374,North Omaha Station,OMAHA,NE,68112,7475 PERSHING DRIVE,Douglas,41.33,-95.95,221112,D,Power Plants,1795184.334,1925134.89,2131063.85,1900345.188,2031187.142,2153517.254,3353959.372,3396598.706,3611507.244,3354061.628,3701564.302
1012181,110069632632,North Pacific Paper Company LLC,Longview,WA,98632,3001 Industrial Way,COWLITZ COUNTY,46.12,-122.97,322122,C,Pulp and Paper,44357.532,39096.652,38215.956,37344.76,34365.32,37297.86,,,,,
1004966,110000729052,"North Shore Midstream, LLC",ROCK SPRINGS,WY,82901,,SWEETWATER,41.39,-108.74,211111,"C,UU","Injection of CO2,Petroleum and Natural Gas Systems",,,,,,,1261.596,1591.644,9463.46,8779.21,46930.82
1005071,110000702730,North Terrebonne Gas Plant,Gibson,LA,70358,449 Shell E&P Court,TERREBONNE PARISH,29.63,-90.93,211130,"C,W-PROC",Petroleum and Natural Gas Systems,,45206.88,307975.99,229860.336,194438.318,216519.086,292713.398,312585.924,313640.418,339163.524,383446.646
1005625,110001870645,North Texas,WEATHERFORD,TX,76087,602 WEST LAKE DRIVE,Parker,32.78,-97.70,221112,D,Power Plants,,,,,,,,,0,0,0
1013635,110070619182,North Valley Landfill,Clarkston,UT,84305,14200 North Stink Creek Road,CACHE COUNTY,41.93,-112.05,562212,HH,Waste,6917.5,4096.75,2089.75,,,,,,,,
1001197,110070834638,North Valmy,VALMY,NV,89438,23755 Treaty Hill Road,Humboldt,40.88,-117.15,221112,"C,D",Power Plants,1638071.19,997249.072,1700772.198,1483359.252,714342.062,995072.696,1452011.398,2635215.166,2459191.39,1580090.024,1859817.79
1003929,110043788096,North Yellowstone CPF-1,Higden,AR,72067,1006 Macon Road,VAN BUREN,35.52,-92.30,213112,C,Petroleum and Natural Gas Systems,,,,,,,29964.788,34066.472,34319.73,32065.68,32855.776
1003931,110040489682,North Yellowstone CPF-2,Bee Branch,AR,72013,579 Old Dug Road,VAN BUREN,35.50,-92.36,213112,C,Petroleum and Natural Gas Systems,,,,,,,26561.7,37316.56,46468.52,35351.916,33320.824
1006645,110006623396,Northampton Generating Plant,NORTHAMPTON,PA,18067,1 HORWITH DRIVE,Northampton,40.69,-75.48,221112,"C,D",Power Plants,120731.594,12577.816,203586.098,272434.538,289797.61,346982.864,578846.194,833744.93,939518.732,950431.146,1079711.176
1000514,110009338859,Northeast Generating Station,KANSAS CITY,MO,64120,920 N OLIVE,Jackson,39.12,-94.56,221112,C,Power Plants,31685.138,,,,,,,,,,
1000862,110070834591,Northeastern,Oologah,OK,74053,7300 E. Hwy 88,Rogers,36.43,-95.70,221112,"C,D",Power Plants,3750991.566,2450007.646,3501278.736,3832350.874,3036326.532,3590265.07,7125910.698,8087516.204,8132419.296,7221200.68,8309747.886
1001233,110000584421,Northeastern Power Company,MCADOO,PA,18237,RT 309 SOUTH,Schuylkill,40.87,-75.99,221112,"C,D",Power Plants,,,,238131.456,257622.568,231556.734,306672.764,306915.61,617897.062,572299.762,575476.012
1004762,110043792777,Northern Area Landfill,Midlothian,VA,23112,3200 Warbro Road,CHESTERFIELD,37.45,-77.67,562212,HH,Waste,,,,,,,,21547.75,18979.5,20831.75,20154.25
1013754,110071232230,Northern Arizona University,Flagstaff,AZ,86011,501 E. Pine Knoll Drive,COCONINO COUNTY,35.18,-111.65,611310,C,Other,19782.576,,,,,,,,,,
1004786,110035986500,Northern Border Pipeline Arnegard CS#4,ARNEGARD,ND,58835,2461 136TH AVE NW,MCKENZIE COUNTY,47.77,-103.50,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,4673.84,3184.5,47972.922,52339.112,59960.128,53204.45,28064.898,37783.73,98819.432,70461.448,30173.188
1004906,110043800599,Northern Border Pipeline Clark CS#10,Clark,ND,57225,15990 421st Avenue,CLARK COUNTY,45.07,-97.80,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,106892.148,86513.228,120192.748,118673.556,115316.866,108920.742,97890.088,80345.102,113125.078,116810.21,117276.362
1005957,110041624187,Northern Border Pipeline Culbertson CS#3,CULBERTSON,MT,59218,5444 Road 1016,ROOSEVELT COUNTY,48.22,-104.40,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,804.698,1672.148,2135.792,20839.022,81163.754,94982.592,80343.704,72030.042,100960.028,103429.374,95968.9
1004908,110071160098,Northern Border Pipeline Estelline CS#11,Estelline,ND,57234,18743 470th Avenue,HAMLIN COUNTY,44.59,-96.90,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,102476.018,97736.986,118426.556,117114.81,117484.51,110595.486,108824.294,99173.078,114500.022,115601.818,117299.26
1006368,110037365525,Northern Border Pipeline Garvin CS#12,GARVIN,MN,56132,1270 260th Avenue,LYON COUNTY,44.24,-95.78,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,102806.418,74428.974,111981.33,115247.416,113892.674,109600.14,102451.918,101051.972,110559.884,115189.518,111145.484
1004784,110001474672,Northern Border Pipeline Glasgow CS#1,Glasgow,MT,59230,150 Compressor Station Road,VALLEY COUNTY,48.18,-106.59,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,,,,,,458.2,1242.45,1980.394,19102.63,65079.658,32019.882
1004912,110035967718,Northern Border Pipeline Glen Ullin CS#6,GLEN ULLIN,ND,58631,4090 62ND AVE,MORTON COUNTY,46.82,-101.76,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,109381.59,88719.72,112642.126,118566.854,114110.572,106757,96820.638,85734.678,110820.686,119400.988,109881.488
1005011,110035986519,Northern Border Pipeline Manning CS#5,MANNING,ND,58642,10510 11TH ST SW,DUNN COUNTY,47.25,-102.72,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,101595.78,74880.222,108550.746,112486.98,111454.494,101669.18,99155.488,101645.954,151249.536,107923.4,83728.09
1004771,110071160243,Northern Border Pipeline Saint Anthony CS#7,ST. ANTHONY,ND,58566,6245 COUNTY RD 81,MORTON COUNTY,46.51,-100.80,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,99474.978,93906.998,123116.932,117761.958,113482.882,104839.708,107826.902,82482.692,114601.922,110336.286,106483.15
1004917,110063148990,Northern Border Pipeline Trimont CS#13,TRIMONT,MN,56176,1890 60TH AVENUE,MARTIN COUNTY,43.76,-94.75,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,106620.502,109588.69,110024.636,112982.276,115285.618,106947.4,105531.356,101367.372,110681.336,113285.226,114049.672
1004922,110071160730,Northern Border Pipeline Wetonka CS#9,Westport,ND,57481,36997 128TH Street,BROWN COUNTY,45.63,-98.66,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,104788.86,95729.544,118999.504,120428.198,125081.8,109362.542,110123.24,92904.456,118420.354,118710.754,114632.27
1004785,110043792802,Northern Border Pipeline Wolf Point CS#2,WOLF POINT,MT,59201,4047 Highway 250E,ROOSEVELT COUNTY,48.42,-105.54,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,,,,,,945.7,1146.3,13628.75,66192.502,56714.642,43350.3
1004858,110004068160,Northern Border Pipeline Zeeland CS#8,ZEELAND,ND,58581,9305 28TH AVENUE SOUTHEAST,MCINTOSH COUNTY,46.07,-99.80,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,110263.238,83954.988,121710.644,122222.092,117961.16,110636.836,105631.508,105471.158,117874.108,116445.416,115443.322
1011391,110001298104,Northern Landfill,Westminster,MD,21157,1400 Baltimore Boulevard,CARROLL COUNTY,39.55,-76.94,562212,"C,HH",Waste,,,,,,,6598.7,19639.95,,,
1013349,110001839217,Northern Light - Eastern Maine Medical Center,Bangor,ME,04401,489 State Street,PENOBSCOT COUNTY,44.81,-68.75,622110,C,Other,24478.508,24891.456,25223.456,25361.502,,,,,,,
1011253,110038041017,Northern Natural Gas - Albert Lea,Hartland,MN,56042,73650 325th Street,FREEBORN COUNTY,43.83,-93.40,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,11465.762,12170.306,23735.064,29264.444,9136.968,12853.804,14089.148,22762.868,32413.182,,
1013295,110071162061,Northern Natural Gas - Claude Compressor Station,Claude,TX,79019,9460 FM 1258,ARMSTRONG COUNTY,34.99,-101.39,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,8025.98,37559.326,37641.824,39316.42,,,,,,,
1013296,,Northern Natural Gas - Pampa Compressor Station,Pampa,TX,79065,1230 Hwy 70,,35.52,-100.97,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,11942.172,38962.314,41046.558,41271.06,,,,,,,
1013298,,Northern Natural Gas - Plainview Compressor Station,Hale,TX,79714,1301 CR 105A,,34.06,-101.85,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,14623.258,27344.602,26308.606,31502.936,,,,,,,
1013302,110024710892,Northern Natural Gas - Tescott Compressor Station,Tescott,KS,67484,685 N. 40th Road,OTTAWA COUNTY,39.05,-97.86,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,3548.748,10163.968,25863.514,33410.18,,,,,,,
1013299,110001761479,Northern Natural Gas - Ventura Compressor Station,Garner,IA,50438,2415 270th Road,HANCOCK COUNTY,43.16,-93.51,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,6102.988,15701.054,22612.49,34114.236,,,,,,,
1012011,,Northern Natural Gas Company - Seminole,Gaines,TX,79714,1068 County Road 305,,32.98,-102.82,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,3491.588,11873.506,696.15,11023.1,14161.748,17238.976,35345.668,,,,
1000771,110071160852,Northport,NORTHPORT,NY,11768,EATON'S NECK ROAD,Suffolk,40.92,-73.34,221112,"C,D",Power Plants,2371144.138,1720268.852,1235419.08,1622224.506,992247.848,1481120.552,1836382.108,1656151.69,1886742.786,1952018.634,2111284.678
1007865,110033178175,Northridge Gas Plant,Calvin,OK,74531,,HUGHES COUNTY,34.85,-96.23,211130,"C,W-PROC",Petroleum and Natural Gas Systems,37529.06,37357.312,42437.846,45111.838,83867.716,85432.214,80702.662,98303.246,74764.616,84184.906,101025.858
1014201,110000781805,Northrop Grumman Marine Systems,Sunnyvale,CA,94088,"401 East Hendy Avenue, MS 16-1",SANTA CLARA COUNTY,37.38,-122.02,333611,C,Other,28477.792,,,,,,,,,,
1001498,110045693692,Northside,JACKSONVILLE,FL,32226,4377 HECKSCHER DRIVE,Duval,30.42,-81.55,221112,"C,D",Power Plants,2713736.228,4215704.94,3503535.17,3986302.088,2563630.396,4470391.97,3713118.568,4042312.84,3095122.15,2068828.388,3192828.61
1011758,110064007202,Northwest Charley CPF-2,Greers Ferry,AR,72067,580 Hillcrest Drive,CLEBURNE COUNTY,35.58,-92.18,213112,C,Petroleum and Natural Gas Systems,,,,,,,44873.232,35006.668,,,
1010524,110060994330,Northwest Ia. Area Solid Waste Agency,SHELDON,IA,51201,4540 360th ST.,SIOUX COUNTY,43.13,-95.89,562212,"C,HH",Waste,57584.8,55692.25,53424.7,51389.15,49345.15,48556.95,47782.35,47027.65,46233.2,54442.25,53386.95
1000031,110035777228,Northwest Regional Landfill,Surprise,AZ,85387,19401 W. Deer Valley Rd,MARICOPA COUNTY,33.68,-112.47,562212,"C,HH",Waste,104353.876,114320.55,111476.3,101475.556,91643.26,71019.124,91106.884,50977.074,76786.862,54824.04888,49031.654
1005574,110018206822,Northwestern Memorial Hospital,Chicago,IL,60611,251 E Huron Street,COOK COUNTY,41.89,-87.62,622110,C,Other,23332.158,25364.402,29949.436,21565.066,24057.406,24268.208,22914.412,27626.044,22742.01,19568.224,22352.664
1001470,110000603106,Norwalk Harbor Station,SOUTH NORWALK,CT,06854,ONE MANRESA ISLAND AVE,Fairfield,41.07,-73.41,221112,"C,D",Power Plants,,,,,,,,0,19284.411,24132.881,27820.448
1007767,110040941531,Nouryon Pulp & Performance Chemicals LLC,COLUMBUS,MS,39702,4374 NASHVILLE FERRY ROAD EAST,LOWNDES COUNTY,33.42,-88.40,325180,C,Chemicals,32411.928,29270.94,23127.964,21467.42,25995.752,32158.98,38589.604,38611.904,39608,32242.028,32749.976
1002933,110000742563,Novelis ALR Aluminum LLC (Davenport Casting),DAVENPORT,IA,52802,2101 J M MORRIS BOULEVARD,SCOTT COUNTY,41.50,-90.65,331314,C,Metals,52044.004,48866.616,48689.016,49271.364,43968.084,48838.416,45630.928,50667.76,51391.456,48611.216,48612.516
1006649,110071162166,Novo Biopower,SNOWFLAKE,AZ,85937,4047 Catalyst Rd.,NAVAJO COUNTY,34.50,-110.34,221117,"C,TT","Power Plants,Waste",97249.974,99615.26,101198.472,102851.9,104238.572,107837.476,109728.52,111418.036,114363.316,603948.318,866651.134
1007676,110000467931,Nucla,NUCLA,CO,81424,30739 DD 30 ROAD,Montrose,38.24,-108.51,221112,"C,D",Power Plants,,,154503.488,92520.746,125372.826,310268.116,543775.394,519444.984,450840.722,673839.17,724860.722
1013493,110009976696,Nucor Fastener Indiana,St. Joe,IN,46785,6730 County Road 60,DEKALB COUNTY,41.31,-84.85,332312,C,Other,25269.104,24854.656,25380.504,26476,,,,,,,
1013487,110070511623,Nucor Steel Florida Inc.,Frostproof,FL,33843,22 Nucor Dr.,HIGHLANDS COUNTY,27.65,-81.51,331110,"C,Q",Metals,25715.988,,,,,,,,,,
1005700,110000591226,Nucor Steel Gallatin LLC,GHENT,KY,41045,4831 US 42 W,GALLATIN COUNTY,38.77,-85.00,331110,"C,Q",Metals,219010.36,215528.216,263210.584,321468.68,287762.376,224878.532,227887.664,239035.232,199455.324,191487.624,190896.124
1012352,,Nucor Steel Longview,Longview,TX,75603,"5400 W Loop 281, Bldg 52",,32.38,-94.71,331110,"C,Q",Metals,59014.24,60628.684,73130.736,69214.552,48858.528,34084.876,,,,,
1010766,110046325400,Nucor Steel Louisiana LLC,Convent,LA,70723,9101 LA HWY 3125,ST. JAMES PARISH,30.08,-90.86,331110,"C,Q",Metals,1093103.664,1068284.524,978660.638,1031807.46,673971,828887.52,588491.068,77288.476,,,
1013719,110070229120,"Nucor Steel Sedalia, LLC",Sedalia,MO,65301,500 Rebar Road,PETTIS COUNTY,38.73,-93.21,331110,"C,Q",Metals,32294.924,25864.984,,,,,,,,,
1003457,110042026170,"Nucor Steel Tuscaloosa, Inc.",Tuscaloosa,AL,35404,1700 Holt Road NE,TUSCALOOSA COUNTY,33.23,-87.51,331110,"C,Q",Metals,247481.15,275136.816,225305.12,281210.66,307954.468,265734.544,243297.42,302859.688,244694.004,275103.18,254618.34
1000922,110071161572,Nueces Bay,CORPUS CHRISTI,TX,78402,2002 NAVIGATION BOULEVARD,Nueces,27.82,-97.42,221112,"C,D",Power Plants,599339.228,495015.216,667042.028,902956.104,467652.416,496533.86,657358.064,653872.076,906909.74,1045281.676,861769.056
1003924,110071162498,Numake-2 LLC of MN,LITTLE FALLS,MN,56345,17936 HERON ROAD,MORRISON COUNTY,46.02,-94.34,325199,C,Chemicals,1115.696,461.048,,10640.46,14014.348,15211.592,38926.304,39510.352,37801.908,29512.888,37195.16
1000848,110000394145,O H Hutchings,MIAMISBURG,OH,45342,9200 CHAUTAUQUA RD,Montgomery,39.61,-84.29,221112,"C,D",Power Plants,,,,,,,,0,811.296,65815.972,101984.344
1005975,110000527476,O L S ENERGY-AGNEWS,SAN JOSE,CA,95134,3800 Cisco Way,SANTA CLARA COUNTY,37.41,-121.93,221112,C,Power Plants,,,3516.536,8313.568,10750.46,8754.068,15772.54,7849.42,9422.864,68668.692,88506.41
1000570,110000464916,O W Sommers,SAN ANTONIO,TX,78223,12940 S US Hwy 181,Bexar,29.31,-98.32,221112,"C,D",Power Plants,742709.9771,581212.5657,712399.2732,581473.4317,295940.7606,311314.7423,349361.6862,363816.4039,547836.1098,444478.498,285713.19
1010119,110055519381,O'Connor Gas Plant,LaSalle,CO,80645,,WELD COUNTY,40.35,-104.59,211130,"C,W-PROC",Petroleum and Natural Gas Systems,181812.676,144010.57,86158.29,59068.294,81535.362,92070.96,89507.0618,69297.596,,,
1005841,110071161172,O'HARE INTERNATIONAL AIRPORT,CHICAGO,IL,60666,10510 W ZEMKE ROAD,COOK COUNTY,41.98,-87.90,488119,C,Other,68289.442,56915.034,50921.704,48032.976,45317.566,48832.52,49609.282,55526.718,53400.916,36852.304,54026.518
1013651,110000601732,"O-AT-KA Milk Products Cooperative, Inc.",Batavia,NY,14020,4815 Ellicott Street Road,GENESEE COUNTY,42.98,-78.16,311512,C,Other,27787.896,27727.696,27496.396,,,,,,,,
1002722,110021280406,O-N MINERALS (LUTTRELL) CO.,LUTTRELL,TN,37779,486 CLINCH VALLEY ROAD,UNION COUNTY,36.23,-83.72,327410,"C,S",Minerals,207047.442,204034.188,191628.292,187275.198,222740.696,221796.584,205568.894,232553.606,234155.088,217835.978,231352.374
